Total_disabled_population_Males,Total_disabled_population_Females,Main_worker_Males,Main_worker_Females,Marginal_worker_Less_than_3_months_Males,Marginal_worker_Less_than_3months_Females,Marginal_worker_3to6_months_Males,Marginal_worker_3to6_months_Females,Non_worker_Males,Non_worker_Females,Total_Rural_Urban_Rural,Total_Rural_Urban_Total,Total_Rural_Urban_Urban,Disability_Any_Other,Disability_In_Hearing,Disability_In_Movement,Disability_In_Seeing,Disability_In_Speech,Disability_Mental_Illness,Disability_Mental_Retardation,Disability_Multiple_Disability,Disability_Total,Age_group_0to14,Age_group_15to59,Age_group_60+,Age_group_AgeNotStated,Age_group_Total
869,709,304,75,11,14,60,51,494,569,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
77655,69452,38781,7628,936,690,4200,3198,33738,57936,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12101,10923,339,161,33,39,263,211,11466,10512,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50720,43299,33889,6595,711,543,3393,2614,12727,33547,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14623,15046,4467,850,187,105,525,358,9444,13733,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
211,184,86,22,5,3,19,15,101,144,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
60248,54525,28746,6164,936,703,3872,3324,26694,44334,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10357,9761,341,215,48,46,288,262,9680,9238,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
39329,34903,25205,5312,750,562,3183,2758,10191,26271,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
10404,9702,3141,620,134,94,391,289,6738,8699,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
158,159,59,17,4,1,10,15,85,126,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
28836,24202,13192,2809,412,260,1431,1019,13801,20114,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5335,4308,105,53,20,17,91,65,5119,4173,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20296,17184,12030,2537,358,222,1242,876,6666,13549,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3129,2651,1037,214,34,18,90,74,1968,2345,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
76,59,20,5,0,3,8,4,48,47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
52615,31271,20298,3375,762,257,2638,1005,28917,26634,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4875,3095,65,35,24,5,37,28,4749,3027,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35638,18615,17966,2952,629,204,2259,846,14784,14613,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12036,9526,2246,383,109,47,337,130,9344,8966,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
66,35,21,5,0,1,5,1,40,28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
24795,19202,6415,1273,235,119,919,573,17226,17237,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4218,3439,68,37,9,4,55,40,4086,3358,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18326,13822,5836,1135,208,105,801,484,11481,12098,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2182,1870,499,99,17,10,61,45,1605,1716,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
69,71,12,2,1,0,2,4,54,65,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12670,8964,1891,431,237,55,514,208,10028,8270,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1241,827,13,5,2,1,18,7,1208,814,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9874,6502,1673,376,217,43,459,180,7525,5903,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1536,1620,203,49,18,11,37,21,1278,1539,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
19,15,2,1,0,0,0,0,17,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
77802,62392,35963,7623,1054,722,4630,3411,36155,50636,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14068,12724,298,165,45,32,265,223,13460,12304,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
54009,41708,32494,6804,865,591,3929,2894,16721,31419,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9489,7796,3075,634,143,93,422,284,5849,6785,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
236,164,96,20,1,6,14,10,125,128,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23939,19896,4350,1015,261,135,800,454,18528,18292,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5012,3649,42,22,7,7,32,26,4931,3594,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13968,10537,3652,819,205,110,626,346,9485,9262,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4925,5688,648,171,49,18,140,80,4088,5419,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34,22,8,3,0,0,2,2,24,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
426876,343104,114875,29856,18216,16544,67980,42662,225805,254042,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
102781,87932,1211,817,1150,1032,1736,1433,98684,84650,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
246356,181848,95670,24682,12631,11969,54440,34788,83615,110409,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
75865,71819,17443,4202,4397,3509,11565,6287,42460,57821,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1874,1505,551,155,38,34,239,154,1046,1162,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
96042,84679,28800,7622,3914,4173,16464,10828,46864,62056,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
26101,24080,316,207,266,246,402,328,25117,23299,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
52191,42269,23886,6365,2587,2987,13048,8806,12670,24111,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17388,18013,4489,1015,1054,931,2954,1663,8891,14404,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
362,317,109,35,7,9,60,31,186,242,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
88142,77719,28428,8165,3513,3926,15722,11708,40479,53920,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23057,21383,351,231,281,260,498,424,21927,20468,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
49240,41038,23503,6727,2308,2842,12430,9619,10999,21850,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
15413,14928,4440,1152,915,818,2735,1615,7323,11343,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
432,370,134,55,9,6,59,50,230,259,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
26169,20515,7233,1761,1004,913,4059,2480,13873,15361,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8108,6575,91,62,93,88,143,113,7781,6312,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
15932,12241,6468,1568,797,747,3582,2172,5085,7754,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010,1585,631,119,111,75,316,184,952,1207,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
119,114,43,12,3,3,18,11,55,88,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
89103,58789,22157,4296,4338,2915,13524,5948,49084,45630,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12147,8537,98,53,147,128,151,130,11751,8226,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
53842,30756,17855,3355,2947,1934,10403,4530,22637,20937,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22914,19339,4144,876,1239,847,2948,1280,14583,16336,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
200,157,60,12,5,6,22,8,113,131,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
21601,15857,3546,1093,1043,747,2867,1657,14145,12360,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5996,4655,45,38,117,91,106,66,5728,4460,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14269,10060,3166,972,823,577,2564,1457,7716,7054,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1264,1100,310,80,99,77,192,130,663,813,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
72,42,25,3,4,2,5,4,38,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11718,8439,1684,561,561,388,1411,909,8062,6581,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1664,1260,14,9,16,16,42,28,1592,1207,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8991,6251,1492,477,495,317,1212,781,5792,4676,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1031,910,175,74,50,55,155,98,651,683,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32,18,3,1,0,0,2,2,27,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
62136,50236,19166,5253,2536,2514,11037,7391,29397,35078,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17027,15069,239,167,171,155,317,266,16300,14481,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
37109,28625,16527,4478,1917,2031,9195,6254,9470,15862,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7431,6124,2232,571,439,321,1458,827,3302,4405,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
569,418,168,37,9,7,67,44,325,330,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31965,26870,3861,1105,1307,968,2896,1741,23901,23056,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8681,6373,57,50,59,48,77,78,8488,6197,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14782,10608,2773,740,757,534,2006,1169,9246,8165,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8414,9820,1022,315,490,385,807,490,6095,8630,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
88,69,9,0,1,1,6,4,72,64,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
328696,268848,81343,24728,16935,15890,61680,40265,168738,187965,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
81461,70025,967,660,1121,1012,1537,1293,77836,67060,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
183539,137064,65966,20247,11583,11416,49110,32826,56880,72575,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
62754,61000,14164,3734,4201,3429,10871,6020,33518,47817,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
942,759,246,87,30,33,162,126,504,513,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74799,67202,20557,6353,3655,4013,15031,10287,35556,46549,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20804,19383,255,162,257,237,353,291,19939,18693,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
39271,32159,16574,5259,2386,2859,11852,8369,8459,15672,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14512,15479,3671,910,1006,908,2779,1600,7056,12061,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
212,181,57,22,6,9,47,27,102,123,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
66751,59990,19675,6757,3258,3742,14181,11029,29637,38462,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18024,16774,257,176,272,255,437,376,17058,15967,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35794,30439,15747,5521,2103,2683,11125,9061,6819,13174,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12726,12587,3609,1030,877,798,2580,1553,5660,9206,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
207,190,62,30,6,6,39,39,100,115,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19305,15239,4636,1372,934,867,3640,2314,10095,10686,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6353,5217,67,56,91,86,125,104,6070,4971,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11421,8761,4108,1217,732,704,3208,2032,3373,4808,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1468,1215,439,93,108,74,296,169,625,879,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
63,46,22,6,3,3,11,9,27,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
71213,47715,16354,3560,4062,2816,12405,5679,38392,35660,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10072,7091,84,48,145,128,136,127,9707,6788,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
41880,24061,12817,2717,2726,1851,9472,4311,16865,15182,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
19155,16473,3428,790,1187,831,2782,1234,11758,13618,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
106,90,25,5,4,6,15,7,62,72,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16360,12333,2653,944,967,726,2624,1571,10116,9092,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4791,3755,38,30,117,89,96,63,4540,3573,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10511,7649,2343,842,757,561,2350,1383,5061,4863,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1018,911,259,71,91,75,174,123,494,642,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40,18,13,1,2,1,4,2,21,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8554,6607,1366,516,518,372,1312,874,5358,4845,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1332,1010,13,8,16,16,38,28,1265,958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6406,4825,1199,438,456,301,1124,750,3627,3336,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
804,765,152,69,46,55,149,95,457,546,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12,7,2,1,0,0,1,1,9,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
46183,37605,13128,4276,2301,2410,9838,6837,20916,24082,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13106,11650,206,137,165,154,282,230,12453,11129,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26916,20835,11110,3633,1717,1938,8169,5796,5920,9468,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5904,4923,1749,484,411,311,1347,772,2397,3356,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
257,197,63,22,8,7,40,39,146,129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25531,22157,2974,950,1240,944,2649,1674,18668,18589,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6979,5145,47,43,58,47,70,74,6804,4981,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11340,8335,2068,620,706,519,1810,1124,6756,6072,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7167,8647,857,287,475,377,764,474,5071,7509,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
45,30,2,0,1,1,5,2,37,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
98180,74256,33532,5128,1281,654,6300,2397,57067,66077,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21320,17907,244,157,29,20,199,140,20848,17590,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
62817,44784,29704,4435,1048,553,5330,1962,26735,37834,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
13111,10819,3279,468,196,80,694,267,8942,10004,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
932,746,305,68,8,1,77,28,542,649,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21243,17477,8243,1269,259,160,1433,541,11308,15507,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5297,4697,61,45,9,9,49,37,5178,4606,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12920,10110,7312,1106,201,128,1196,437,4211,8439,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2876,2534,818,105,48,23,175,63,1835,2343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
150,136,52,13,1,0,13,4,84,119,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
21391,17729,8753,1408,255,184,1541,679,10842,15458,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5033,4609,94,55,9,5,61,48,4869,4501,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13446,10599,7756,1206,205,159,1305,558,4180,8676,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2687,2341,831,122,38,20,155,62,1663,2137,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
225,180,72,25,3,0,20,11,130,144,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6864,5276,2597,389,70,46,419,166,3778,4675,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1755,1358,24,6,2,2,18,9,1711,1341,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4511,3480,2360,351,65,43,374,140,1712,2946,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
542,370,192,26,3,1,20,15,327,328,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56,68,21,6,0,0,7,2,28,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17890,11074,5803,736,276,99,1119,269,10692,9970,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2075,1446,14,5,2,0,15,3,2044,1438,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11962,6695,5038,638,221,83,931,219,5772,5755,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3759,2866,716,86,52,16,166,46,2825,2718,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
94,67,35,7,1,0,7,1,51,59,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5241,3524,893,149,76,21,243,86,4029,3268,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1205,900,7,8,0,2,10,3,1188,887,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3758,2411,823,130,66,16,214,74,2655,2191,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
246,189,51,9,8,2,18,7,169,171,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32,24,12,2,2,1,1,2,17,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3164,1832,318,45,43,16,99,35,2704,1736,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
332,250,1,1,0,0,4,0,327,249,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2585,1426,293,39,39,16,88,31,2165,1340,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
227,145,23,5,4,0,6,3,194,137,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20,11,1,0,0,0,1,1,18,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15953,12631,6038,977,235,104,1199,554,8481,10996,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3921,3419,33,30,6,1,35,36,3847,3352,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10193,7790,5417,845,200,93,1026,458,3550,6394,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1527,1201,483,87,28,10,111,55,905,1049,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
312,221,105,15,1,0,27,5,179,201,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6434,4713,887,155,67,24,247,67,5233,4467,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1702,1228,10,7,1,1,7,4,1684,1216,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3442,2273,705,120,51,15,196,45,2490,2093,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1247,1173,165,28,15,8,43,16,1024,1121,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43,39,7,0,0,0,1,2,35,37,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
674775,569627,208122,41402,19725,18235,76900,62636,370028,447354,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
127992,104528,1448,981,776,733,2050,2021,123718,100793,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
378701,300309,167991,34214,13324,13287,59593,51351,137793,201457,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
165648,162704,37905,6025,5583,4169,14951,9025,107209,143485,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2434,2086,778,182,42,46,306,239,1308,1619,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
136851,126948,49629,9674,4011,4411,17294,15545,65917,97318,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25265,22231,310,236,156,150,467,456,24332,21389,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
69857,60077,37970,7681,2290,2927,12339,12222,17258,37247,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
41200,44192,11159,1709,1552,1328,4407,2805,24082,38350,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
529,448,190,48,13,6,81,62,245,332,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
123245,114613,47473,10491,3790,4120,17133,17234,54849,82768,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23580,22198,383,269,208,180,568,599,22421,21150,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
66811,61153,37575,8623,2278,3010,12803,14256,14155,35264,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32282,30702,9317,1550,1299,923,3680,2317,17986,25912,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
572,560,198,49,5,7,82,62,287,442,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38506,30011,14491,2536,1059,1039,4657,3728,18299,22708,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10363,7662,127,58,62,57,141,145,10033,7402,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
24197,19289,12810,2267,883,885,4080,3292,6424,12845,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3835,2968,1510,202,113,92,421,281,1791,2393,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
111,92,44,9,1,5,15,10,51,68,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
152999,106900,41951,6752,4802,3042,15601,7975,90645,89131,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
16633,11393,124,54,81,64,161,136,16267,11139,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
88790,53953,34143,5664,3366,2201,12166,6366,39115,39722,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
47250,41297,7591,1020,1344,771,3249,1456,35066,38050,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
326,257,93,14,11,6,25,17,197,220,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40320,32079,7138,1455,1079,855,3505,2674,28598,27095,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11818,8623,85,58,87,88,134,128,11512,8349,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25829,20968,6307,1283,911,702,3128,2368,15483,16615,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2555,2404,728,110,79,65,231,167,1517,2062,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
118,84,18,4,2,0,12,11,86,69,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22913,19924,3471,849,820,614,1995,1448,16627,17013,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1957,1499,21,7,10,17,20,25,1906,1450,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18369,15460,3086,748,727,529,1813,1287,12743,12896,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2529,2914,355,91,81,66,159,131,1934,2626,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
58,51,9,3,2,2,3,5,44,41,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
93980,78901,34874,7722,2537,2744,12015,10749,44554,57686,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23143,20229,333,264,127,130,412,426,22271,19409,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
56770,46189,29861,6622,1963,2203,10020,9161,14926,28203,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13508,12046,4485,791,441,394,1509,1099,7073,9762,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
559,437,195,45,6,17,74,63,284,312,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
65961,60251,9095,1923,1627,1410,4700,3283,50539,53635,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15233,10693,65,35,45,47,147,106,14976,10505,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28078,23220,6239,1326,906,830,3244,2399,17689,18665,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22489,26181,2760,552,674,530,1295,769,17760,24330,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
161,157,31,10,2,3,14,9,114,135,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
576672,491067,172072,34124,18717,17679,71228,59132,314655,380132,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
110084,90036,1152,818,740,701,1762,1783,106430,86734,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
315849,252629,136107,27883,12542,12871,55016,48520,112184,163355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
148814,146695,34197,5276,5395,4062,14181,8616,95041,128741,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1925,1707,616,147,40,45,269,213,1000,1302,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
117590,109932,41369,8060,3832,4248,16022,14735,56367,82889,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21576,19173,250,195,138,131,389,406,20799,18441,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58190,50339,30865,6326,2177,2817,11352,11589,13796,29607,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
37405,40063,10101,1498,1504,1294,4210,2686,21590,34585,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
419,357,153,41,13,6,71,54,182,256,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
