Total_disabled_population_Males,Total_disabled_population_Females,Main_worker_Males,Main_worker_Females,Marginal_worker_Less_than_3_months_Males,Marginal_worker_Less_than_3months_Females,Marginal_worker_3to6_months_Males,Marginal_worker_3to6_months_Females,Non_worker_Males,Non_worker_Females,Total_Rural_Urban_Rural,Total_Rural_Urban_Total,Total_Rural_Urban_Urban,Disability_Any_Other,Disability_In_Hearing,Disability_In_Movement,Disability_In_Seeing,Disability_In_Speech,Disability_Mental_Illness,Disability_Mental_Retardation,Disability_Multiple_Disability,Disability_Total,Age_group_0to14,Age_group_15to59,Age_group_60+,Age_group_AgeNotStated,Age_group_Total
103763,96856,39256,8741,3595,3993,15725,16104,45187,68018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19893,18796,296,219,203,173,480,507,18914,17897,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
54325,50206,30325,7112,2134,2912,11683,13354,10183,26828,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29105,27434,8481,1377,1254,902,3493,2192,15877,22963,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
440,420,154,33,4,6,69,51,213,330,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31472,24658,11139,1988,1000,1019,4255,3492,15078,18159,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9017,6616,106,53,62,57,127,131,8722,6375,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
19230,15482,9715,1762,829,868,3734,3084,4952,9768,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3149,2485,1286,166,108,89,383,267,1372,1963,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
76,75,32,7,1,5,11,10,32,53,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
133798,94792,35312,5684,4561,2952,14653,7643,79272,78513,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14946,10168,105,47,79,62,150,130,14612,9929,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76260,46936,28229,4720,3171,2135,11392,6098,33468,33983,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
42326,37454,6900,904,1300,749,3089,1399,31037,34402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
266,234,78,13,11,6,22,16,155,199,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34110,27617,5947,1245,1033,838,3297,2564,23833,22970,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10298,7600,66,48,86,86,123,118,10023,7348,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21514,17846,5225,1096,867,689,2955,2273,12467,13788,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2210,2103,644,98,78,63,207,163,1281,1779,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
88,68,12,3,2,0,12,10,62,55,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
19738,17489,3095,756,775,596,1861,1404,14007,14733,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1700,1305,17,6,10,17,19,23,1654,1259,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15768,13565,2743,668,684,514,1686,1249,10655,11134,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2224,2575,328,80,79,63,153,128,1664,2304,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
46,44,7,2,2,2,3,4,34,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
77960,65758,27964,5969,2364,2647,10962,10015,36670,47127,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19538,17102,257,218,118,129,341,368,18822,16387,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
46239,37773,23617,5054,1822,2119,9151,8548,11649,22052,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11731,10515,3934,656,419,382,1403,1040,5975,8437,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
452,368,156,41,5,17,67,59,224,251,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
58241,53965,7990,1681,1557,1386,4453,3175,44241,47723,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13116,9276,55,32,44,46,133,100,12884,9098,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24323,20482,5388,1145,858,817,3063,2325,15014,16195,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20664,24066,2523,497,653,520,1243,741,16245,22308,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
138,141,24,7,2,3,14,9,98,122,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
98103,78560,36050,7278,1008,556,5672,3504,55373,67222,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17908,14492,296,163,36,32,288,238,17288,14059,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
62852,47680,31884,6331,782,416,4577,2831,25609,38102,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16834,16009,3708,749,188,107,770,409,12168,14744,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
509,379,162,35,2,1,37,26,308,317,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19261,17016,8260,1614,179,163,1272,810,9550,14429,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3689,3058,60,41,18,19,78,50,3533,2948,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
11667,9738,7105,1355,113,110,987,633,3462,7640,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3795,4129,1058,211,48,34,197,119,2492,3765,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
110,91,37,7,0,0,10,8,63,76,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19482,17757,8217,1750,195,127,1408,1130,9662,14750,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3687,3402,87,50,5,7,88,92,3507,3253,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12486,10947,7250,1511,144,98,1120,902,3972,8436,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3177,3268,836,173,45,21,187,125,2109,2949,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
132,140,44,16,1,1,13,11,74,112,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7034,5353,3352,548,59,20,402,236,3221,4549,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1346,1046,21,5,0,0,14,14,1311,1027,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4967,3807,3095,505,54,17,346,208,1472,3077,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
686,483,224,36,5,3,38,14,419,430,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35,17,12,2,0,0,4,0,19,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19201,12108,6639,1068,241,90,948,332,11373,10618,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1687,1225,19,7,2,2,11,6,1655,1210,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12530,7017,5914,944,195,66,774,268,5647,5739,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4924,3843,691,116,44,22,160,57,4029,3648,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
60,23,15,1,0,0,3,1,42,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6210,4462,1191,210,46,17,208,110,4765,4125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1520,1023,19,10,1,2,11,10,1489,1001,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4315,3122,1082,187,44,13,173,95,3016,2827,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
345,301,84,12,1,2,24,4,236,283,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30,16,6,1,0,0,0,1,24,14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3175,2435,376,93,45,18,134,44,2620,2280,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
257,194,4,1,0,0,1,2,252,191,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2601,1895,343,80,43,15,127,38,2088,1762,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
305,339,27,11,2,3,6,3,270,322,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12,7,2,1,0,0,0,1,10,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16020,13143,6910,1753,173,97,1053,734,7884,10559,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3605,3127,76,46,9,1,71,58,3449,3022,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10531,8416,6244,1568,141,84,869,613,3277,6151,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1777,1531,551,135,22,12,106,59,1098,1325,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
107,69,39,4,1,0,7,4,60,61,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7720,6286,1105,242,70,24,247,108,6298,5912,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2117,1417,10,3,1,1,14,6,2092,1407,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3755,2738,851,181,48,13,181,74,2675,2470,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1825,2115,237,55,21,10,52,28,1515,2022,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23,16,7,3,0,0,0,0,16,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
334093,290844,113963,39491,10450,12111,33209,31622,176471,207620,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
57771,46872,595,410,667,606,548,529,55961,45327,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
195985,148741,92692,32088,6534,7423,25591,24104,71168,85126,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
79991,94935,20582,6953,3245,4071,7036,6970,49128,76941,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
346,296,94,40,4,11,34,19,214,226,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
56066,55103,21549,7762,1733,2365,5949,6177,26835,38799,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9771,8713,127,66,95,84,86,83,9463,8480,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
28060,22817,15787,5633,835,1139,3998,4135,7440,11910,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18168,23516,5610,2056,803,1140,1855,1955,9900,18365,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
67,57,25,7,0,2,10,4,32,44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
47940,44375,20829,7986,1582,2178,5804,6257,19725,27954,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7210,6232,108,71,123,129,114,107,6865,5925,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
25614,20862,15792,6239,768,1161,4112,4557,4942,8905,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
15063,17214,4909,1664,690,883,1571,1585,7893,13082,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
53,67,20,12,1,5,7,8,25,42,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
15509,12753,5457,2048,431,556,1643,1673,7978,8476,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4572,3686,69,40,59,59,57,50,4387,3537,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9560,7829,4942,1857,336,436,1458,1494,2824,4042,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1359,1227,443,147,36,61,127,129,753,890,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18,11,3,4,0,0,1,0,14,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
108415,81913,37932,10432,3593,3390,10581,8045,56309,60046,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12004,8288,90,64,133,118,95,84,11686,8022,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
69755,44854,32151,8776,2425,2152,8463,6223,26716,27703,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26590,28709,5675,1585,1034,1118,2020,1736,17861,24270,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
66,62,16,7,1,2,3,2,46,51,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17562,15609,3172,1450,580,624,1374,1342,12436,12193,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4954,3990,35,38,67,48,39,50,4813,3854,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11794,10713,2938,1335,488,535,1257,1212,7111,7631,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
801,893,198,76,25,41,78,79,500,697,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
13,13,1,1,0,0,0,1,12,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10891,9941,1862,775,358,388,891,933,7780,7845,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1253,1035,8,10,10,21,11,13,1224,991,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8838,7861,1713,711,312,333,823,850,5990,5967,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
790,1040,141,54,36,34,56,70,557,882,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10,5,0,0,0,0,1,0,9,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
41849,35054,17558,6912,1188,1523,4905,5198,18198,21421,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9694,8370,117,86,122,111,98,95,9357,8078,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26794,21008,15514,6100,877,1114,4139,4395,6264,9399,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5279,5623,1900,719,188,296,658,705,2533,3903,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
82,53,27,7,1,2,10,3,44,41,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35861,36096,5604,2126,985,1087,2062,1997,27210,30886,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8313,6558,41,35,58,36,48,47,8166,6440,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15570,12797,3855,1437,493,553,1341,1238,9881,9569,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11941,16713,1706,652,433,498,671,711,9131,14852,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
37,28,2,2,1,0,2,1,32,25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
263598,234630,86531,33029,9676,11551,30359,29912,137032,160138,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
45891,37045,445,333,647,593,489,481,44310,35638,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
149769,115662,68205,26440,5914,7040,23219,22748,52431,59434,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
67719,81726,17832,6227,3112,3907,6625,6668,40150,64924,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
219,197,49,29,3,11,26,15,141,142,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43912,44153,16076,6465,1629,2266,5427,5811,20780,29611,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7312,6471,81,44,92,83,77,72,7062,6272,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20698,17002,10992,4548,761,1084,3597,3876,5348,7494,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
15861,20647,4992,1869,776,1097,1744,1861,8349,15820,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
41,33,11,4,0,2,9,2,21,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
37867,35569,16080,6776,1464,2096,5330,5898,14993,20799,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5483,4693,81,57,121,125,97,93,5184,4418,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19439,15901,11657,5235,680,1114,3738,4273,3364,5279,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12913,14931,4332,1475,662,852,1490,1526,6429,11078,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,44,10,9,1,5,5,6,16,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11628,9680,3826,1659,388,531,1519,1590,5895,5900,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3626,2939,53,35,55,58,54,47,3464,2799,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6985,5803,3437,1507,300,416,1346,1421,1902,2459,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1004,932,333,113,33,57,118,122,520,640,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13,6,3,4,0,0,1,0,9,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
87583,67954,29222,8640,3329,3247,9738,7651,45294,48416,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10192,7030,73,56,127,115,90,79,9902,6780,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
55128,36303,24314,7145,2204,2050,7726,5892,20884,21216,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22217,24576,4827,1435,997,1080,1919,1678,14474,20383,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,45,8,4,1,2,3,2,34,37,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13279,12176,2442,1243,550,595,1235,1280,9052,9058,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3988,3242,28,32,67,47,35,47,3858,3116,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8673,8236,2259,1145,458,509,1127,1156,4829,5426,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
610,691,154,65,25,39,73,76,358,511,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8,7,1,1,0,0,0,1,7,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8320,7977,1529,702,325,379,808,903,5658,5993,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1008,868,7,7,10,21,11,13,980,827,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6701,6299,1404,646,281,324,743,823,4273,4506,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
604,806,118,49,34,34,53,67,399,656,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,4,0,0,0,0,1,0,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31556,26722,12689,5644,1072,1399,4388,4872,13407,14807,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7624,6525,90,71,119,109,82,84,7333,6261,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19743,15666,11032,4948,780,1012,3690,4115,4241,5591,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4139,4497,1552,619,172,276,610,670,1805,2932,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50,34,15,6,1,2,6,3,28,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
29453,30399,4667,1900,919,1038,1914,1907,21953,25554,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6658,5277,32,31,56,35,43,46,6527,5165,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12402,10452,3110,1266,450,531,1252,1192,7590,7463,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10371,14646,1524,602,413,472,618,668,7816,12904,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,24,1,1,0,0,1,1,20,22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70495,56214,27432,6462,774,560,2850,1710,39439,47482,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11880,9827,150,77,20,13,59,48,11651,9689,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
46216,33079,24487,5648,620,383,2372,1356,18737,25692,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
12272,13209,2750,726,133,164,411,302,8978,12017,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
127,99,45,11,1,0,8,4,73,84,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
12154,10950,5473,1297,104,99,522,366,6055,9188,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2459,2242,46,22,3,1,9,11,2401,2208,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7362,5815,4795,1085,74,55,401,259,2092,4416,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2307,2869,618,187,27,43,111,94,1551,2545,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26,24,14,3,0,0,1,2,11,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10073,8806,4749,1210,118,82,474,359,4732,7155,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1727,1539,27,14,2,4,17,14,1681,1507,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6175,4961,4135,1004,88,47,374,284,1578,3626,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2150,2283,577,189,28,31,81,59,1464,2004,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
21,23,10,3,0,0,2,2,9,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3881,3073,1631,389,43,25,124,83,2083,2576,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
946,747,16,5,4,1,3,3,923,738,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2575,2026,1505,350,36,20,112,73,922,1583,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
355,295,110,34,3,4,9,7,233,250,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5,5,0,0,0,0,0,0,5,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20832,13959,8710,1792,264,143,843,394,11015,11630,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1812,1258,17,8,6,3,5,5,1784,1242,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14627,8551,7837,1631,221,102,737,331,5832,6487,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4373,4133,848,150,37,38,101,58,3387,3887,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,17,8,3,0,0,0,0,12,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4283,3433,730,207,30,29,139,62,3384,3135,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
966,748,7,6,0,1,4,3,955,738,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3121,2477,679,190,30,26,130,56,2282,2205,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
191,202,44,11,0,2,5,3,142,186,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5,6,0,0,0,0,0,0,5,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2571,1964,333,73,33,9,83,30,2122,1852,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
245,167,1,3,0,0,0,0,244,164,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2137,1562,309,65,31,9,80,27,1717,1461,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
186,234,23,5,2,0,3,3,158,226,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10293,8332,4869,1268,116,124,517,326,4791,6614,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2070,1845,27,15,3,2,16,11,2024,1817,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7051,5342,4482,1152,97,102,449,280,2023,3808,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1140,1126,348,100,16,20,48,35,728,971,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32,19,12,1,0,0,4,0,16,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6408,5697,937,226,66,49,148,90,5257,5332,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1655,1281,9,4,2,1,5,1,1639,1275,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3168,2345,745,171,43,22,89,46,2291,2106,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1570,2067,182,50,20,26,53,43,1315,1948,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15,4,1,1,1,0,1,0,12,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
888751,663180,328852,95358,22472,19533,81819,65887,455608,482402,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
180341,146604,2991,2007,1148,930,2354,2096,173848,141571,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
541204,347399,273036,77938,15627,12909,65948,51617,186593,204935,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
165753,167959,52358,15254,5676,5680,13396,12063,94323,134962,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1453,1218,467,159,21,14,121,111,844,934,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
144282,126469,56111,17386,3462,3844,13246,12286,71463,92953,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29930,26359,529,362,181,160,402,391,28818,25446,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
76848,55194,43136,13077,1964,2036,9598,8559,22150,31522,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
37299,44716,12377,3923,1314,1647,3224,3319,20384,35827,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
205,200,69,24,3,1,22,17,111,158,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
145035,122326,63273,20767,3416,3429,14236,13542,64110,84588,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32566,29615,783,573,208,188,564,510,31011,28344,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
83066,63795,50993,16827,2097,2226,11020,10601,18956,34141,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29101,28659,11386,3326,1107,1014,2616,2398,13992,21921,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
302,257,111,41,4,1,36,33,151,182,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40317,29007,14988,4304,855,724,3558,2898,20916,21081,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11860,8822,213,102,92,55,136,99,11419,8566,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
