Total_disabled_population_Persons,Total_disabled_population_Males,Total_disabled_population_Females,Main_worker_Persons,Main_worker_Males,Main_worker_Females,Marginal_worker_Less_than_3_months_Persons,Marginal_worker_Less_than_3_months_Males,Marginal_worker_Less_than_3months_Females,Marginal_worker_3to6_months_Persons,Marginal_worker_3to6_months_Males,Marginal_worker_3to6_months_Females,Non_worker_Persons,Non_worker_Males,Non_worker_Females
7.085588e-07,8.0060886e-07,5.91896e-07,4.2967577e-07,3.659748e-07,6.5912974e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.372836e-07,1.2633013e-06,6.5539103e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010369497,0.010296631,0.010461847,0.013532495,0.01421684,0.011067447,0.018170383,0.017855039,0.018573603,0.022732629,0.025087532,0.01937475,0.0072328416,0.0048880917,0.009260238
0.0020742873,0.00244606,0.0016031081,0.0012177011,0.0013749674,0.0006512202,0.0027498004,0.0036072617,0.0016533906,0.0019898587,0.0025223792,0.0012305329,0.0024120407,0.0031246494,0.0017958806
0.00023807575,0.000266069,0.00020259756,0.00027828666,0.00031711717,0.00013841725,0.00034245357,0.0003383696,0.00034767558,0.00023981411,0.00029757965,0.00015744567,0.00021780127,0.00022272002,0.00021354825
0.0026733924,0.0025047716,0.0028870997,0.00032569421,0.00025673132,0.000574102,0.00034414887,0.00036253885,0.00032063416,0.0013670785,0.0012780264,0.001494059,0.0038803539,0.0043442403,0.0034792526
0.0005388776,0.00056916615,0.00050049037,0.000598968,0.0006477754,0.00042316128,0.00010510951,0.00015105786,4.6356745e-05,0.00012474017,0.00014487431,9.603069e-05,0.0005819945,0.0006008261,0.0005657117
0.010223049,0.009775033,0.010790857,0.0098391455,0.010444921,0.00765711,0.004750272,0.005885214,0.0032990552,0.010554123,0.01109424,0.009783965,0.010527042,0.009262399,0.01162052
5.0046627e-05,5.170599e-05,4.794358e-05,2.5780546e-05,2.744811e-05,1.9773892e-05,1.0171888e-05,1.5105786e-05,3.8630624e-06,6.444141e-06,8.614148e-06,3.349908e-06,6.689861e-05,7.693505e-05,5.822057e-05
2.2002616e-06,2.2683917e-06,2.1139144e-06,1.5754778e-06,1.6468866e-06,1.3182595e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.8118507e-06,3.1582533e-06,2.5123322e-06
